Sample	theta_A	theta_B	theta_C	theta_D	theta_AB	theta_ABC	theta_root	tau_AB	tau_ABC	tau_root	m_D->B	Data-ld-ln	Full-ld-ln	Gene-ld-ln
2044	 1.36743	 1.83886	 1.88677	 5.81149	 2.34599	 2.32707	 5.31027	 0.08385	 0.09762	 0.63524	25.77705	-1348.522858	-1401706.758785	-53183.900843
2045	 1.32518	 1.92949	 1.94341	 5.71030	 2.25188	 2.33729	 5.33359	 0.08422	 0.09805	 0.63803	25.47397	-1348.402645	-1401658.793469	-53256.148413
2046	 1.36649	 1.97092	 1.88834	 5.41139	 2.21244	 2.33179	 5.19663	 0.08402	 0.09782	 0.63653	25.12709	-1348.228270	-1401605.019190	-53376.748804
2047	 1.36403	 1.93502	 1.81661	 5.29671	 2.14319	 2.32759	 5.18728	 0.08387	 0.09764	 0.63538	25.80765	-1348.144865	-1401665.692056	-53520.827426
2048	 1.43277	 1.81353	 1.73192	 5.48186	 2.24775	 2.32286	 5.17673	 0.08370	 0.09744	 0.63409	26.35369	-1348.165000	-1401645.565719	-53480.566151
2049	 1.47645	 1.92621	 1.79447	 5.66483	 2.34861	 2.25662	 5.19152	 0.08394	 0.10283	 0.63590	26.71301	-1348.196831	-1401727.343565	-53530.513025
2050	 1.45140	 2.00838	 1.71504	 5.87220	 2.34037	 2.24870	 5.17330	 0.08364	 0.10247	 0.61904	27.26311	-1348.013595	-1401683.335577	-53669.740521
2051	 1.45553	 1.91983	 1.78499	 5.68531	 2.26004	 2.19502	 5.18801	 0.08388	 0.10276	 0.62080	26.49609	-1348.013685	-1401691.450827	-53677.766312
2052	 1.41655	 2.01311	 1.83444	 5.98695	 2.35079	 2.18535	 5.16516	 0.08351	 0.10230	 0.61807	27.08501	-1347.980214	-1401652.455141	-53672.241318
2053	 1.37494	 1.93977	 1.87864	 6.12645	 2.35331	 2.18769	 5.17069	 0.08360	 0.10241	 0.61873	27.68619	-1348.210937	-1401667.430361	-53456.493416
2054	 1.38052	 2.01983	 1.80814	 6.33262	 2.25873	 2.25812	 4.97420	 0.08394	 0.10394	 0.62124	28.04097	-1348.080875	-1401703.890451	-53623.015916
2055	 1.44285	 2.07948	 1.86529	 6.21953	 2.16794	 2.25812	 4.97420	 0.08394	 0.10394	 0.62124	27.52655	-1348.129148	-1401745.815770	-53616.667557
2056	 1.52616	 2.16877	 1.88086	 5.92642	 2.21390	 2.21768	 5.15960	 0.08990	 0.10425	 0.62307	28.01897	-1348.005241	-1401651.020735	-53645.779980
2057	 1.54389	 2.04000	 1.82219	 5.90501	 2.20590	 2.20967	 5.14096	 0.08958	 0.10387	 0.62082	28.47106	-1348.078204	-1401720.013155	-53641.809130
2058	 1.61917	 1.91548	 1.77355	 5.65096	 2.12670	 2.18522	 5.14096	 0.08958	 0.10387	 0.62082	29.20879	-1347.963788	-1401690.530720	-53726.742278
2059	 1.57001	 1.85445	 1.84771	 5.51215	 2.01334	 2.18915	 5.15019	 0.08974	 0.09999	 0.62194	28.82320	-1348.150175	-1401732.686098	-53582.511493
2060	 1.48009	 1.92902	 1.75582	 5.49600	 2.08135	 2.29527	 5.13510	 0.08947	 0.09969	 0.62011	29.90107	-1348.235372	-1401735.155481	-53499.783741
2061	 1.52852	 2.02787	 1.81121	 5.28656	 2.02554	 2.28855	 5.12007	 0.08921	 0.09940	 0.61830	29.34302	-1348.295448	-1401734.486521	-53439.038977
2062	 1.43572	 2.12546	 1.75137	 5.48924	 2.08502	 2.27997	 5.10086	 0.08888	 0.09903	 0.61598	30.12644	-1348.123363	-1401690.684733	-53567.321556
2063	 1.36918	 2.01343	 1.74797	 5.32910	 1.99593	 2.27553	 5.09094	 0.08870	 0.09884	 0.61478	29.69685	-1348.064978	-1401697.722002	-53632.743986
2064	 1.28513	 1.95845	 1.74019	 5.10510	 2.06787	 2.26541	 5.20205	 0.08831	 0.09840	 0.61205	30.29923	-1348.091942	-1401697.039309	-53605.097240
2065	 1.24451	 2.04682	 1.80673	 5.10919	 2.01414	 2.26723	 5.20622	 0.08838	 0.09847	 0.61477	29.63926	-1348.129222	-1401629.606821	-53500.384584
2066	 1.28215	 2.15271	 1.85644	 4.87586	 2.07548	 2.26429	 5.19947	 0.08827	 0.09835	 0.61398	29.19216	-1348.168307	-1401730.883570	-53562.576860
2067	 1.28657	 2.09852	 1.87428	 4.89265	 2.00964	 2.27209	 5.37887	 0.08857	 0.09869	 0.61609	28.41341	-1348.236969	-1401689.152162	-53452.182852
2068	 1.31481	 2.20699	 1.92858	 4.61744	 2.07669	 2.27525	 5.38634	 0.08869	 0.09882	 0.60847	28.92057	-1348.378537	-1401737.829646	-53359.292620
2069	 1.39173	 2.13377	 2.03351	 4.90769	 2.14898	 2.28196	 5.41370	 0.08895	 0.09911	 0.61027	28.45877	-1348.376996	-1401747.131988	-53370.136095
2070	 1.31613	 2.09293	 2.09815	 4.99069	 2.05417	 2.29281	 5.24437	 0.08938	 0.09959	 0.61317	27.74273	-1348.385332	-1401691.493813	-53306.161321
2071	 1.36445	 2.17079	 2.18915	 4.97872	 1.97663	 2.28732	 5.23180	 0.08916	 0.09935	 0.61170	27.80940	-1348.237038	-1401684.397447	-53447.359248
2072	 1.30992	 2.27306	 2.26166	 5.20461	 1.89675	 2.28412	 5.22449	 0.08904	 0.09921	 0.61084	28.14846	-1348.172616	-1401668.076075	-53495.459786
2073	 1.29943	 2.22292	 2.14957	 5.04416	 1.80730	 2.29011	 5.23819	 0.08927	 0.09947	 0.61245	28.47845	-1348.225710	-1401707.373612	-53481.663757
2074	 1.25376	 2.31596	 2.03078	 5.04416	 1.81125	 2.29011	 5.23819	 0.08927	 0.09947	 0.61245	28.20526	-1348.374147	-1401733.353939	-53359.206745
2075	 1.21264	 2.32032	 2.11221	 4.75668	 1.74044	 2.32812	 5.22655	 0.08907	 0.09925	 0.61109	27.59660	-1348.362704	-1401729.015698	-53366.311331
2076	 1.25821	 2.22143	 2.07061	 4.89806	 1.74668	 2.33645	 5.17839	 0.08939	 0.09960	 0.61327	27.01308	-1348.314853	-1401709.747254	-53394.893897
2077	 1.19368	 2.16130	 2.15082	 4.96826	 1.79837	 2.39377	 5.19463	 0.08967	 0.09992	 0.61520	26.35476	-1348.338082	-1401714.506579	-53376.424460
2078	 1.26700	 2.22737	 2.25572	 4.98780	 1.90350	 2.40318	 5.21506	 0.09003	 0.10031	 0.61762	26.93029	-1348.485175	-1401750.996971	-53265.822229
2079	 1.33328	 2.40517	 2.35481	 4.99306	 1.94881	 2.40572	 5.22056	 0.09012	 0.10041	 0.61827	27.61948	-1348.442408	-1401711.059285	-53268.651287
2080	 1.33735	 2.36943	 2.46693	 5.00829	 2.04393	 2.34184	 5.23649	 0.09040	 0.10072	 0.62015	27.96156	-1348.470663	-1401703.526222	-53232.863295
2081	 1.37012	 2.47952	 2.51306	 5.00829	 1.98970	 2.25618	 5.23649	 0.09040	 0.10072	 0.62015	27.33953	-1348.320132	-1401735.413612	-53415.281903
2082	 1.43146	 2.57620	 2.43860	 4.87552	 1.99550	 2.26276	 5.25176	 0.09066	 0.10101	 0.62196	26.82052	-1348.136806	-1401671.071568	-53534.265473
2083	 1.50515	 2.51162	 2.41433	 4.75384	 2.09152	 2.23996	 5.27959	 0.08953	 0.10155	 0.62526	26.77423	-1348.029294	-1401644.797183	-53615.503415
2084	 1.43628	 2.66876	 2.42728	 4.58478	 2.05872	 2.27104	 5.30790	 0.09001	 0.10098	 0.62861	26.95189	-1348.336975	-1401712.081730	-53375.106779
2085	 1.46104	 2.72417	 2.40471	 4.57352	 1.93500	 2.19285	 5.29486	 0.08979	 0.10073	 0.62707	26.52441	-1348.057337	-1401659.300905	-53601.964310
2086	 1.54068	 2.66498	 2.38459	 4.78897	 1.90803	 2.19983	 5.31172	 0.09007	 0.10105	 0.62906	26.21204	-1348.111380	-1401658.731562	-53547.351987
2087	 1.57885	 2.79883	 2.24355	 4.56626	 1.97253	 2.19056	 5.40553	 0.08969	 0.10062	 0.62641	26.04109	-1348.219081	-1401661.687802	-53442.606552
2088	 1.65756	 2.80810	 2.32423	 4.40729	 2.05885	 2.10344	 5.42343	 0.08999	 0.10096	 0.62849	26.27050	-1348.228362	-1401641.560793	-53413.198681
2089	 1.57508	 2.71094	 2.22876	 4.38731	 1.96159	 2.13035	 5.54950	 0.08958	 0.10050	 0.62564	25.83787	-1348.164436	-1401715.471388	-53551.035635
2090	 1.66306	 2.62611	 2.18228	 4.27620	 1.90882	 2.13711	 5.56710	 0.08987	 0.10082	 0.62762	26.36823	-1348.070245	-1401691.087362	-53620.842381
2091	 1.59823	 2.70349	 2.19177	 4.51619	 1.85586	 2.14641	 5.59132	 0.09026	 0.10126	 0.63035	25.72982	-1348.165361	-1401742.470739	-53577.110081
2092	 1.65897	 2.54510	 2.19705	 4.52682	 1.75582	 2.17920	 5.60448	 0.09047	 0.10149	 0.63184	26.04451	-1348.232473	-1401715.079105	-53482.605623
2093	 1.71188	 2.68850	 2.30036	 4.71491	 1.69296	 2.18383	 5.36469	 0.09066	 0.10171	 0.63318	26.47642	-1348.269394	-1401709.034048	-53439.640455
2094	 1.64064	 2.55842	 2.36613	 4.84694	 1.63194	 2.08481	 5.35747	 0.09054	 0.10157	 0.63233	26.95046	-1348.002361	-1401732.221452	-53729.860384
2095	 1.67553	 2.56648	 2.47794	 5.00488	 1.73474	 2.09138	 5.37434	 0.09083	 0.10189	 0.63432	27.57883	-1348.040253	-1401752.456272	-53712.203039
2096	 1.58761	 2.69584	 2.40881	 4.89910	 1.68691	 2.09870	 5.16030	 0.09114	 0.10225	 0.63654	27.83773	-1348.076477	-1401742.987163	-53666.510101
2097	 1.52558	 2.66270	 2.34215	 5.06838	 1.65329	 2.10391	 5.17313	 0.09137	 0.10250	 0.63812	28.10751	-1347.981702	-1401691.116411	-53709.414489
2098	 1.51102	 2.83097	 2.34619	 5.16225	 1.69845	 2.12839	 5.44593	 0.09153	 0.10268	 0.64160	27.47483	-1347.984567	-1401684.546577	-53699.979446
2099	 1.57620	 2.93631	 2.50442	 5.29075	 1.60816	 2.16504	 5.42707	 0.09121	 0.10232	 0.63937	28.06770	-1348.090703	-1401659.679717	-53568.977178
2100	 1.49610	 2.82339	 2.40010	 5.45489	 1.61025	 2.16785	 5.43413	 0.09133	 0.10246	 0.64020	27.48016	-1348.105880	-1401681.726637	-53575.846411
2101	 1.42801	 2.89027	 2.48008	 5.44647	 1.60416	 2.15964	 5.22220	 0.09098	 0.10207	 0.63778	28.01019	-1347.952377	-1401695.347692	-53742.970997
2102	 1.47735	 2.93349	 2.42969	 5.67652	 1.54891	 2.15261	 5.20519	 0.09069	 0.10174	 0.63570	28.39900	-1348.000265	-1401708.986148	-53708.720652
2103	 1.48178	 2.81493	 2.52021	 5.53780	 1.47496	 2.15906	 5.10352	 0.09096	 0.09899	 0.63761	27.80241	-1347.953888	-1401711.205780	-53757.317750
2104	 1.41905	 2.69761	 2.58250	 5.77737	 1.41097	 2.19412	 5.10352	 0.09096	 0.09899	 0.63761	27.48855	-1348.018567	-1401698.691787	-53680.125140
2105	 1.47997	 2.57578	 2.52234	 5.76807	 1.40766	 2.18897	 5.09154	 0.09075	 0.09876	 0.63611	27.94499	-1347.906559	-1401695.542282	-53788.982878
2106	 1.44657	 2.52741	 2.51155	 5.41295	 1.47387	 2.17960	 5.06976	 0.09036	 0.09833	 0.62006	27.57275	-1347.820745	-1401718.148336	-53897.403184
2107	 1.44353	 2.52209	 2.40302	 5.40157	 1.42998	 2.17502	 5.27768	 0.09017	 0.09813	 0.61876	28.12512	-1348.099023	-1401730.622511	-53631.599722
2108	 1.42146	 2.60104	 2.31512	 5.42104	 1.52250	 2.29348	 5.29671	 0.09049	 0.09848	 0.62099	27.69524	-1348.132250	-1401691.496553	-53559.246528
2109	 1.45290	 2.50620	 2.40555	 5.26307	 1.43771	 2.29634	 5.44051	 0.09061	 0.09860	 0.62176	28.30614	-1348.318866	-1401692.198320	-53373.332578
2110	 1.50986	 2.65316	 2.29354	 5.27810	 1.37465	 2.30289	 5.32624	 0.09086	 0.09888	 0.62354	27.99942	-1348.529935	-1401668.458715	-53138.523702
2111	 1.46052	 2.73324	 2.41290	 5.15737	 1.32288	 2.30947	 5.34145	 0.09112	 0.09917	 0.62532	27.44105	-1348.287131	-1401656.081266	-53368.950350
2112	 1.42151	 2.73834	 2.54363	 5.38420	 1.32534	 2.31377	 5.35140	 0.09129	 0.09935	 0.62649	27.93215	-1348.325558	-1401652.505234	-53326.947375
2113	 1.45242	 2.89086	 2.46795	 5.26354	 1.26222	 2.25466	 5.33347	 0.09099	 0.09902	 0.62439	27.37367	-1348.291453	-1401715.568884	-53424.116037
2114	 1.43263	 2.77729	 2.40260	 5.54883	 1.30143	 2.26031	 5.34684	 0.09122	 0.09927	 0.62595	26.70506	-1348.235754	-1401676.776229	-53441.022014
2115	 1.38517	 2.80896	 2.28886	 5.43998	 1.29721	 2.25298	 5.32949	 0.08686	 0.09895	 0.62392	26.11831	-1348.327271	-1401724.086832	-53396.815746
2116	 1.38331	 2.80519	 2.33710	 5.16072	 1.35876	 2.26281	 5.32233	 0.08674	 0.09881	 0.62308	25.55999	-1348.077196	-1401657.779960	-53580.584413
2117	 1.43686	 2.64783	 2.24058	 4.94134	 1.35470	 2.32279	 5.30644	 0.08648	 0.09852	 0.62122	25.19142	-1348.215742	-1401648.427566	-53432.685993
2118	 1.41594	 2.69128	 2.34833	 5.18072	 1.31677	 2.27183	 5.32502	 0.08678	 0.09898	 0.62340	24.58896	-1348.239137	-1401660.959927	-53421.822456
2119	 1.41362	 2.71620	 2.43381	 5.34270	 1.29397	 2.26508	 5.30919	 0.08653	 0.09868	 0.62154	25.04433	-1348.150177	-1401652.277515	-53502.100777
2120	 1.41805	 2.81540	 2.44144	 5.22597	 1.35527	 2.27218	 5.42702	 0.08680	 0.09899	 0.62349	24.44284	-1348.345300	-1401722.106154	-53376.806280
2121	 1.38817	 2.76914	 2.42360	 5.24590	 1.34115	 2.28085	 5.64534	 0.08713	 0.09937	 0.62587	24.84297	-1348.409662	-1401708.132831	-53298.470875
2122	 1.39665	 2.76427	 2.31459	 5.11574	 1.38810	 2.27684	 5.63542	 0.08697	 0.09920	 0.62477	24.48004	-1348.442064	-1401635.873366	-53193.809678
2123	 1.35303	 2.73333	 2.32116	 5.39340	 1.31442	 2.28329	 5.50430	 0.08982	 0.09948	 0.62654	24.64052	-1348.326002	-1401653.308591	-53327.306449
2124	 1.36828	 2.60507	 2.21596	 5.37945	 1.38658	 2.35067	 5.49007	 0.08959	 0.09922	 0.62492	24.31505	-1348.317355	-1401627.801223	-53310.446393
2125	 1.36468	 2.68959	 2.21014	 5.36531	 1.38294	 2.34449	 5.47564	 0.08936	 0.09896	 0.62328	23.82448	-1348.442234	-1401692.880335	-53250.646413
2126	 1.28066	 2.68004	 2.27347	 5.17430	 1.42387	 2.38615	 5.45619	 0.08904	 0.09861	 0.62106	23.40251	-1348.276607	-1401691.785046	-53415.178058
2127	 1.28381	 2.62263	 2.27906	 5.44909	 1.42738	 2.33356	 5.46962	 0.08926	 0.09885	 0.62259	23.60564	-1348.587726	-1401754.784885	-53167.058420
2128	 1.25345	 2.51076	 2.14576	 5.42778	 1.50190	 2.23238	 5.44823	 0.08891	 0.09846	 0.62016	24.31910	-1348.284382	-1401697.715828	-53413.334105
2129	 1.30751	 2.51895	 2.24704	 5.61395	 1.57337	 2.23966	 5.46600	 0.08920	 0.09879	 0.62218	24.51913	-1348.257570	-1401666.533876	-53408.963761
2130	 1.24769	 2.57910	 2.27787	 5.72521	 1.62792	 2.23229	 5.44799	 0.08890	 0.09846	 0.62013	24.33028	-1348.222239	-1401685.992885	-53463.753871
2131	 1.27469	 2.64420	 2.40311	 5.53252	 1.72431	 2.24051	 5.23332	 0.09020	 0.09882	 0.62242	24.50885	-1348.202000	-1401661.818659	-53459.818970
2132	 1.27070	 2.54701	 2.56163	 5.90940	 1.80276	 2.23350	 5.11219	 0.08991	 0.09851	 0.61118	24.01858	-1347.991963	-1401683.494209	-53691.530819
2133	 1.21766	 2.56149	 2.41764	 5.72430	 1.90293	 2.20701	 5.14127	 0.09043	 0.09907	 0.59773	23.22187	-1347.814622	-1401664.452375	-53849.830134
2134	 1.22177	 2.64739	 2.53204	 5.66649	 1.90935	 2.21446	 5.00423	 0.09073	 0.09941	 0.59975	23.58220	-1348.189560	-1401743.157769	-53553.597303
2135	 1.18226	 2.54550	 2.62228	 5.76203	 1.86582	 2.20670	 4.98669	 0.09041	 0.09906	 0.59765	24.20474	-1347.870793	-1401714.513160	-53843.720131
2136	 1.18623	 2.42550	 2.47420	 5.59864	 1.93905	 2.24006	 5.14208	 0.09072	 0.09939	 0.59965	24.46462	-1348.140268	-1401727.930752	-53587.662820
2137	 1.13801	 2.31629	 2.54771	 5.36795	 2.03527	 2.17004	 5.15825	 0.09100	 0.09971	 0.60154	24.91779	-1348.134921	-1401755.906937	-53620.985718
2138	 1.12539	 2.39325	 2.46590	 5.65253	 2.12378	 2.24382	 5.17179	 0.08623	 0.09997	 0.60628	25.51020	-1348.144662	-1401691.866235	-53547.204476
2139	 1.12774	 2.30743	 2.30978	 5.66433	 2.20863	 2.24851	 5.18258	 0.08641	 0.10018	 0.60755	24.80284	-1348.063763	-1401702.872496	-53639.109869
2140	 1.12949	 2.41876	 2.39171	 5.67312	 2.08011	 2.25199	 5.19062	 0.08655	 0.10033	 0.60849	25.26952	-1348.156470	-1401702.298241	-53545.828517
2141	 1.06026	 2.45414	 2.47023	 5.86976	 1.94143	 2.24570	 5.17611	 0.08631	 0.10005	 0.60679	24.99281	-1348.050985	-1401708.315233	-53657.330319
2142	 1.05576	 2.34640	 2.56026	 5.61656	 1.91299	 2.23616	 5.28355	 0.08594	 0.09963	 0.62334	25.89246	-1348.288833	-1401658.303698	-53369.470285
2143	 1.05733	 2.34989	 2.56406	 5.35691	 1.83444	 2.19063	 5.61986	 0.08607	 0.09977	 0.62426	25.22333	-1348.037330	-1401641.009102	-53603.678679
2144	 1.05916	 2.43599	 2.56851	 5.58939	 1.79533	 2.27606	 5.62962	 0.08622	 0.09995	 0.62535	24.80652	-1348.402119	-1401715.404613	-53313.285326
2145	 1.12419	 2.31962	 2.58800	 5.57518	 1.88118	 2.27028	 5.40873	 0.08600	 0.09969	 0.62376	24.42212	-1348.399768	-1401683.306441	-53283.538816
2146	 1.16275	 2.22978	 2.50073	 5.56917	 1.99961	 2.22758	 5.40290	 0.08590	 0.09958	 0.62308	24.15691	-1348.296457	-1401723.400594	-53426.943325
2147	 1.20654	 2.32775	 2.47390	 5.58111	 1.90092	 2.15429	 5.30628	 0.08609	 0.09980	 0.62442	24.49790	-1348.153554	-1401686.822535	-53533.268669
2148	 1.18169	 2.31975	 2.36539	 5.56191	 1.96667	 2.22189	 5.28802	 0.08579	 0.09946	 0.62227	25.11670	-1348.226739	-1401699.379204	-53472.640174
2149	 1.22602	 2.23436	 2.35724	 5.78954	 1.89637	 2.21424	 5.09394	 0.08550	 0.09911	 0.62013	24.67756	-1348.072071	-1401641.335973	-53569.264818
2150	 1.25416	 2.13977	 2.21177	 5.98413	 1.83090	 2.18202	 5.07612	 0.08520	 0.09877	 0.61796	24.31228	-1348.061284	-1401657.384135	-53596.100042
2151	 1.19065	 2.07575	 2.10806	 5.83048	 1.93982	 2.18674	 5.08709	 0.08538	 0.09898	 0.61929	24.78399	-1348.079121	-1401655.700761	-53576.579774
2152	 1.24016	 2.04956	 2.06417	 6.11032	 1.94755	 2.10242	 5.10738	 0.08572	 0.09937	 0.62176	24.91728	-1348.020109	-1401701.206457	-53681.097925
2153	 1.27681	 1.96972	 2.15745	 6.32142	 1.92351	 2.11041	 5.19638	 0.08605	 0.09975	 0.62413	25.09240	-1347.846279	-1401638.011077	-53791.732076
2154	 1.27802	 2.03375	 2.26025	 6.58140	 1.86608	 2.10268	 5.17734	 0.08573	 0.09939	 0.62184	25.58574	-1347.929941	-1401647.927565	-53717.986800
2155	 1.22440	 2.11088	 2.17444	 6.56410	 1.80816	 2.09715	 5.33371	 0.08551	 0.09912	 0.62020	26.11524	-1347.811720	-1401672.049077	-53860.329034
2156	 1.16757	 2.05037	 2.12603	 6.66256	 1.72244	 2.10309	 5.49507	 0.08575	 0.09941	 0.62196	25.14933	-1348.028319	-1401683.155586	-53654.836935
2157	 1.23745	 2.15107	 2.04823	 6.68232	 1.67350	 2.10933	 5.51137	 0.08600	 0.09386	 0.60698	24.55863	-1347.999995	-1401683.047240	-53683.052234
2158	 1.18916	 2.25413	 1.95417	 6.39632	 1.61279	 2.11213	 5.30599	 0.08612	 0.09398	 0.59220	23.89188	-1347.988055	-1401710.829724	-53722.774923
2159	 1.16385	 2.35117	 1.83392	 6.40660	 1.66620	 2.03751	 5.51274	 0.08626	 0.09413	 0.59315	23.50522	-1347.991767	-1401682.135706	-53690.368321
2160	 1.11087	 2.39997	 1.83769	 6.41979	 1.62481	 2.04170	 5.52409	 0.08643	 0.09345	 0.59437	23.05287	-1348.058579	-1401707.244058	-53648.665131
2161	 1.07053	 2.54011	 1.97032	 6.15061	 1.56470	 2.04674	 5.53772	 0.08665	 0.09368	 0.59584	22.65979	-1347.958728	-1401684.261240	-53725.533629
2162	 1.03338	 2.49728	 2.09215	 6.59173	 1.47927	 2.05022	 5.54714	 0.08679	 0.09384	 0.59685	22.07543	-1348.072595	-1401675.869822	-53603.274721
2163	 1.00161	 2.39719	 2.18244	 6.44717	 1.41979	 2.04399	 5.39491	 0.08653	 0.09355	 0.59503	22.52048	-1347.893545	-1401672.009707	-53778.464793
2164	 0.97577	 2.24659	 2.09224	 6.23634	 1.37420	 2.04659	 5.33289	 0.08664	 0.09367	 0.59579	21.98205	-1347.899239	-1401737.839304	-53838.600699
2165	 1.01271	 2.18915	 2.04171	 6.50774	 1.43168	 2.09109	 5.33233	 0.08663	 0.09366	 0.59573	21.72224	-1347.734009	-1401664.436765	-53930.427793
2166	 1.04993	 2.22164	 2.07867	 6.63387	 1.38258	 2.00179	 5.30266	 0.08615	 0.09314	 0.59242	22.06376	-1347.919468	-1401689.464622	-53769.996135
2167	 1.08755	 2.29149	 2.21111	 6.42931	 1.40434	 2.05538	 5.28689	 0.08589	 0.09287	 0.59065	22.54809	-1347.805608	-1401700.126619	-53894.518854
2168	 1.14275	 2.29912	 2.30464	 6.45070	 1.46905	 2.06221	 5.30448	 0.08618	 0.09317	 0.59262	22.89793	-1347.976662	-1401716.655418	-53739.993583
2169	 1.09375	 2.34645	 2.25170	 6.65009	 1.40816	 2.06221	 5.30448	 0.08618	 0.09317	 0.59262	23.21889	-1347.944231	-1401670.690625	-53726.459180
2170	 1.03665	 2.40975	 2.24401	 6.79882	 1.45933	 2.10362	 5.22687	 0.08588	 0.09286	 0.59059	22.74564	-1347.748923	-1401665.539788	-53916.617099
2171	 1.00869	 2.42868	 2.30492	 6.99310	 1.40579	 2.04845	 5.21847	 0.08575	 0.09271	 0.58964	23.31800	-1347.802679	-1401633.133656	-53830.454871
2172	 0.95736	 2.51493	 2.17065	 7.34556	 1.40249	 2.11412	 5.20623	 0.08555	 0.09249	 0.58826	23.09644	-1347.833266	-1401686.707854	-53853.441556
2173	 0.97574	 2.45811	 2.08210	 7.10473	 1.40550	 2.11866	 5.21740	 0.08573	 0.09269	 0.58952	22.42496	-1347.928367	-1401695.252975	-53766.886468
2174	 0.95420	 2.62453	 2.08986	 7.38798	 1.43807	 2.12656	 5.23686	 0.08605	 0.09303	 0.59172	22.10721	-1348.003520	-1401703.013179	-53699.493531
2175	 0.99449	 2.54123	 2.21447	 7.80413	 1.44734	 2.12941	 5.24388	 0.08750	 0.09316	 0.59252	22.50495	-1348.132837	-1401658.950456	-53526.113490
2176	 0.94927	 2.46029	 2.09185	 7.39205	 1.50275	 2.06383	 5.29062	 0.08724	 0.09288	 0.59075	22.82681	-1348.113816	-1401650.501554	-53536.685901
2177	 0.97378	 2.61414	 2.00872	 7.41299	 1.58590	 2.06968	 5.30561	 0.08748	 0.09314	 0.59243	23.13880	-1347.995558	-1401636.592361	-53641.034126
2178	 1.01258	 2.77377	 2.10069	 7.19565	 1.64478	 2.07255	 5.53575	 0.08760	 0.09327	 0.59325	22.52255	-1348.041517	-1401671.048874	-53629.532299
2179	 0.97604	 2.63585	 1.98721	 7.22015	 1.58791	 2.06072	 5.55460	 0.08790	 0.09359	 0.59527	22.71109	-1347.974516	-1401655.763901	-53681.247408
2180	 0.93520	 2.55532	 2.03540	 7.36921	 1.65340	 2.10189	 5.53628	 0.08761	 0.09293	 0.59331	23.34716	-1347.980499	-1401623.446375	-53642.947576
2181	 0.89549	 2.45481	 2.04303	 7.65360	 1.68805	 2.04988	 5.55701	 0.08794	 0.09817	 0.59553	22.84185	-1348.055948	-1401704.249617	-53648.301475
2182	 0.93596	 2.56521	 1.99413	 7.63014	 1.82116	 2.10372	 5.53998	 0.08767	 0.09787	 0.59370	22.39807	-1347.888790	-1401620.252738	-53731.463203
2183	 0.90746	 2.48242	 2.06347	 7.84548	 1.72330	 2.01593	 5.54853	 0.08781	 0.09802	 0.59462	22.42529	-1347.961889	-1401648.115231	-53686.226410
2184	 0.91040	 2.39037	 2.00799	 7.53685	 1.79709	 2.02247	 5.56652	 0.08809	 0.09834	 0.59655	21.77308	-1347.994024	-1401698.736892	-53704.712950
2185	 0.94948	 2.26103	 2.05538	 7.50991	 1.70038	 2.01524	 5.54662	 0.08778	 0.09799	 0.59441	21.12415	-1347.777946	-1401637.209411	-53859.263581
2186	 0.93697	 2.26941	 2.06299	 7.53772	 1.77757	 1.90283	 5.56716	 0.08810	 0.09835	 0.59662	21.56114	-1347.676333	-1401626.899679	-53950.566939
2187	 0.97712	 2.17818	 1.98497	 7.54436	 1.77913	 1.99823	 5.57207	 0.08818	 0.09632	 0.59714	22.12285	-1347.758487	-1401623.591409	-53865.104029
2188	 0.95730	 2.27927	 2.05622	 7.48639	 1.83469	 1.91449	 5.55878	 0.08797	 0.09609	 0.59572	22.70166	-1347.651665	-1401643.037450	-53991.372160
2189	 0.98600	 2.33126	 1.99492	 7.81542	 1.74941	 1.90980	 5.54517	 0.08775	 0.09585	 0.59426	23.06155	-1347.505487	-1401589.146733	-54083.659369
2190	 0.93498	 2.26805	 2.13085	 8.20398	 1.79149	 1.91701	 5.56610	 0.08809	 0.09621	 0.59650	22.72767	-1347.750409	-1401564.929697	-53814.520591
2191	 0.98000	 2.30685	 2.13822	 8.23235	 1.90977	 1.92364	 5.58535	 0.08839	 0.09655	 0.59856	22.99505	-1347.853468	-1401601.602259	-53748.134405
2192	 0.97123	 2.22824	 2.14544	 7.91611	 2.02247	 1.93013	 5.60422	 0.08869	 0.09687	 0.60059	23.28095	-1347.674598	-1401612.157856	-53937.559754
2193	 0.99530	 2.14940	 2.15368	 7.63268	 2.06112	 2.01444	 5.62575	 0.08903	 0.09724	 0.60289	23.66919	-1347.986334	-1401713.562613	-53727.228503
2194	 1.02948	 2.09944	 2.10127	 7.50255	 2.12976	 2.00860	 5.60945	 0.08877	 0.09696	 0.60115	23.40013	-1348.016239	-1401725.628425	-53709.389469
2195	 1.07670	 2.04329	 2.03543	 7.34003	 2.07632	 2.08639	 5.58875	 0.08844	 0.09660	 0.59893	23.09428	-1348.069428	-1401713.480042	-53644.051825
2196	 1.02206	 2.11298	 2.04149	 7.51275	 2.16558	 2.09260	 5.70142	 0.08871	 0.09689	 0.60071	22.60246	-1348.103812	-1401726.983313	-53623.171561
